chr10_1004;chr19_957
chr1_2720;chr1_4913
chr1_2721;chr1_1556
chr12_721;chr6_1966
chr1_2722;chr1_1553
chr12_722;chr6_3721
chr12_722;chr6_5695
chr1_2723;chr1_1551
chr12_726;chr6_1957
chr12_727;chr6_1970
chr12_727;chr6_1986
chr1_2729;chr1_5989
chr1_2734;chr6_536
chr1_2737;chr1_1499
chr1_2737;chr1_1507
chr1_2738;chr1_1506
chr1_2739;chr1_1505
chr12_739;chr6_1963
chr12_73;chr6_2201
chr1_2742;chr1_3151
chr12_742;chr6_1955
chr1_2743;chr1_3936
chr1_2744;chr1_1490
chr12_744;chr6_2872
chr12_745;chr6_2873
chr1_2746;chr1_4347
chr1_2747;chr1_5382
chr1_2749;chr1_4346
chr1_2753;chr1_6799
chr12_753;chr6_1942
chr1_2754;chr1_3933
chr12_754;chr6_3491
chr1_2757;chr1_1476
chr12_759;chr6_3071
chr12_759;chr6_4199
chr1_275;chr3_2595
chr12_75;chr6_2211
chr12_760;chr6_1930
chr1_2762;chr1_3144
chr1_2762;chr1_3148
chr12_765;chr6_1905
chr1_2767;chr1_6796
chr1_2768;chr1_6795
chr1_276;chr3_2295
chr1_2770;chr1_1458
chr12_770;chr6_2092
chr1_2771;chr1_1453
chr1_2772;chr1_1455
chr12_773;chr6_4230
chr1_2774;chr1_3141
chr1_2774;chr1_3143
chr1_2776;chr1_5372
chr12_776;chr6_2125
chr12_778;chr6_2121
chr1_277;chr3_2111
chr1_2781;chr1_7185
chr12_781;chr6_2140
chr12_783;chr6_2148
chr1_2784;chr1_5693
chr12_786;chr6_2135
chr1_2787;chr1_5686
chr12_787;chr6_2139
chr12_789;chr6_2140
chr1_278;chr3_2111
chr1_2790;chr1_6373
chr12_791;chr6_5554
chr1_2792;chr1_1425
chr12_793;chr6_2144
chr1_2794;chr1_3137
chr12_794;chr6_5057
chr12_795;chr6_4591
chr12_796;chr6_2614
chr1_2798;chr1_3134
chr12_798;chr6_2166
chr12_798;chr6_2167
chr12_799;chr6_3518
chr1_279;chr3_3222
chr12_7;chr6_2867
chr1_2800;chr1_3562
chr12_804;chr6_2188
chr1_2805;chr1_3138
chr12_805;chr6_2198
chr1_2806;chr1_1409
chr1_2806;chr1_3921
chr1_2807;chr1_1401
chr12_809;chr6_5565
chr1_2811;chr1_1393
chr1_2813;chr1_1390
chr1_2815;chr1_1397
chr12_816;chr6_3095
chr1_2818;chr1_1363
chr12_818;chr6_2927
chr12_81;chr6_4273
chr12_824;chr6_3096
chr12_826;chr6_2228
chr12_829;chr6_4856
chr1_2830;chr1_1337
chr12_830;chr6_4258
chr12_831;chr6_4857
chr1_2832;chr1_1343
chr12_833;chr6_3160
chr1_2834;chr1_1335
chr1_2835;chr1_4522
chr1_2836;chr1_2499
chr12_83;chr6_2332
chr12_840;chr6_3529
chr1_2842;chr1_4327
chr12_842;chr6_2285
chr12_843;chr6_4262
chr1_2844;chr1_4105
chr12_844;chr6_2277
chr1_2845;chr1_5342
chr12_845;chr6_3532
chr1_2846;chr1_4324
chr12_846;chr6_5067
chr1_2848;chr1_1317
chr12_848;chr6_5067
chr1_2849;chr1_2494
chr1_2850;chr1_1314
chr12_851;chr6_3106
chr12_853;chr6_2291
chr1_2855;chr1_1310
chr1_2856;chr1_1301
chr1_2857;chr1_5677
chr12_858;chr6_2295
chr12_859;chr6_2312
chr1_2861;chr1_1292
chr1_2863;chr1_2489
chr12_864;chr6_2310
chr1_2866;chr1_3898
chr1_2867;chr1_6331
chr12_869;chr6_2315
chr1_2871;chr1_1293
chr12_872;chr6_2319
chr12_875;chr6_3761
chr12_876;chr6_2320
chr1_2878;chr1_3892
chr1_2879;chr1_5337
chr12_880;chr6_3876
chr12_881;chr6_5068
chr1_2882;chr1_1280
chr1_2883;chr1_3082
chr12_884;chr6_3556
chr1_2887;chr1_1277
chr12_888;chr6_3763
chr1_2889;chr1_1275
chr1_2889;chr1_5829
chr1_2891;chr1_4311
chr1_2893;chr1_4313
chr1_2896;chr1_4856
chr12_897;chr6_1864
chr12_89;chr16_207
chr1_28;chr4_1238
chr12_8;chr6_1904
chr1_2900;chr1_2482
chr1_2901;chr1_4313
chr12_903;chrX_1091
chr1_2904;chr1_1260
chr1_2906;chr1_3080
chr1_2907;chr1_1256
chr12_90;chr16_207
chr12_90;chr16_208
chr1_2912;chr1_3885
chr12_912;chr6_2349
chr1_2913;chr1_3878
chr1_2914;chr1_2466
chr1_2914;chr1_2467
chr1_2916;chr1_1250
chr12_917;chr16_1898
chr1_291;chr3_936
chr1_2920;chr1_4851
chr12_921;chr16_1391
chr12_922;chr15_1813
chr1_2922;chr1_6326
chr12_923;chr15_2508
chr1_2924;chr1_1242
chr1_2925;chr1_3865
chr12_925;chr15_1259
chr12_927;chr15_1265
chr1_2928;chr1_1238
chr12_92;chr16_208
chr1_2930;chr1_3863
chr12_930;chr15_1989
chr12_931;chr15_3582
chr1_2931;chr1_6324
chr12_932;chr15_1340
chr12_932;chr15_1341
chr1_2933;chr1_1233
chr12_933;chr15_1341
chr1_2934;chr1_4302
chr12_934;chr15_2525
chr12_935;chr15_1344
chr12_937;chr15_1354
chr1_2938;chr1_1235
chr12_938;chr15_1776
chr1_2939;chr1_1232
chr1_293;chr3_3203
chr1_2940;chr1_1211
chr1_2942;chr1_3848
chr1_2943;chr1_1201
chr12_943;chr15_3156
chr1_2944;chr1_3070
chr12_944;chr15_1365
chr1_2947;chr8_3926
chr1_2948;chr1_2448
chr1_294;chr3_3546
chr12_952;chr15_1404
chr12_953;chr15_1416
chr12_954;chr15_1446
chr1_2955;chr1_3311
chr1_2956;chr1_3310
chr12_956;chr15_1431
chr1_2957;chr1_6604
chr12_95;chr15_1756
chr1_295;chr3_3204
chr1_2960;chr1_2225
chr12_960;chr15_1441
chr12_960;chr15_1450
chr1_2961;chr1_2223
chr1_2962;chr1_3311
chr1_2963;chr1_2218
chr12_963;chr15_1781
chr1_2964;chr1_5062
chr1_2965;chr1_5062
chr1_2966;chr1_5061
chr12_966;chr15_1461
chr1_2967;chr1_3304
chr1_2968;chr1_4090
chr1_2969;chr1_3520
chr1_296;chr3_3204
chr1_2970;chr1_3305
chr12_970;chr15_3450
chr12_971;chr15_1787
chr1_2972;chr1_2181
chr12_972;chr15_1485
chr1_2974;chr1_2197
chr12_974;chr15_1487
chr12_975;chr15_3186
chr1_2976;chr1_4435
chr12_976;chr15_1488
chr1_2977;chr1_2191
chr12_977;chr15_3460
chr12_979;chr15_4280
chr12_97;chr15_4341
chr1_2980;chr1_2180
chr12_980;chr15_3461
chr12_981;chr15_3461
chr1_2985;chr1_2176
chr12_985;chr15_2612
chr1_2986;chr1_2169
chr12_987;chr15_1506
chr12_988;chr15_1497
chr1_2989;chr1_4076
chr12_989;chr15_2576
chr1_2990;chr1_2165
chr1_2991;chr1_2165
chr12_992;chr15_1509
chr1_2993;chr1_6589
chr1_2995;chr1_5878
chr1_2999;chr1_4119
chr12_999;chr15_1551
chr1_299;chr3_948
chr12_9;chr6_2130
chr1_3001;chr1_4074
chr1_3003;chr1_6030
chr1_3004;chr1_3284
chr1_3004;chr9_82
chr1_3005;chr1_2128
chr1_3007;chr1_6582
chr1_3007;chr1_6583
chr1_300;chr3_3203
chr1_3011;chr1_2130
chr1_3012;chr1_4075
chr1_3013;chr1_2104
chr1_3015;chr1_3505
chr1_3017;chr1_3504
chr1_3019;chr1_2097
chr1_301;chr3_3835
chr1_3022;chr1_2093
chr1_3026;chr1_2087
chr1_3027;chr1_2086
chr1_3031;chr1_5015
chr1_3036;chr1_2083
chr1_3037;chr1_5011
chr1_3039;chr1_2087
chr1_3051;chr1_2068
chr1_3054;chr1_4061
chr1_3055;chr1_4423
chr1_3056;chr1_2051
chr1_3057;chr1_2042
chr1_3060;chr1_2030
chr1_3062;chr1_2022
chr1_3067;chr1_2022
chr1_3075;chr1_2034
chr1_3076;chr1_2035
chr1_307;chr3_1816
chr1_3094;chr1_2007
chr1_3095;chr1_2006
chr13_1000;chr8_2969
chr13_1009;chr14_3523
chr1_3100;chr1_2011
chr13_100;chr14_2187
chr13_1010;chr14_3094
chr13_1015;chr14_938
chr13_1018;chr14_2894
chr13_101;chr14_2609
chr1_3101;chr1_4574
chr13_1026;chr14_2893
chr13_102;chr14_2611
chr1_3103;chr1_1998
chr13_1040;chr14_943
chr13_1041;chr14_943
chr13_1043;chr14_947
chr13_1043;chr14_948
chr13_1044;chr14_2067
chr13_1044;chr14_2613
chr13_1045;chr14_2620
chr13_1049;chr14_2624
chr1_3104;chr1_2009
chr13_1058;chr14_959
chr13_1059;chr14_1280
chr13_1059;chr14_959
chr13_105;chr14_2622
chr13_105;chr14_3103
chr13_1073;chr14_3193
chr13_1085;chr14_1022
chr13_108;chr14_1314
chr13_108;chr14_2009
chr1_3108;chr1_5478
chr13_1090;chr14_1016
chr1_3109;chr1_1974
chr13_109;chr14_1314
chr13_1101;chr14_1047
chr13_1102;chr14_2029
chr13_1104;chr14_2651
chr13_1105;chr14_1668
chr13_1109;chr14_2321
chr13_110;chr14_1288
chr13_1118;chr14_1528
chr13_1127;chr8_50
chr13_1128;chr8_53
chr13_1139;chr8_47
chr1_3113;chr1_2625
chr13_113;chr14_2320
chr13_1154;chr8_3298
chr13_1154;chr8_3299
chr13_1156;chr8_109
chr13_1158;chr8_84
chr13_1160;chr8_109
chr13_1160;chr8_110
chr13_1162;chr8_114
chr13_1163;chr8_2438
chr13_1165;chr8_1763
chr13_1169;chr8_81
chr13_116;chr14_3119
chr13_1179;chr8_177
chr1_3117;chr1_5000
chr13_1183;chr8_173
chr13_119;chr8_51
chr13_11;chr14_541
chr1_311;chr3_1816
chr13_120;chr8_51
chr13_1216;chr14_3541
chr13_1217;chr14_3954
chr13_1219;chr8_187
chr1_3122;chr1_5870
chr13_122;chr8_75
chr13_1232;chr5_4008
chr13_123;chr8_86
chr1_3125;chr1_4415
chr13_126;chr8_102
chr13_1273;chr14_3545
chr1_3127;chr1_6549
chr13_1282;chr14_2211
chr13_1285;chr14_3594
chr13_1286;chr14_1308
chr13_1288;chr8_52
chr1_3128;chr1_6550
chr13_1290;chr8_4593
chr13_1294;chr14_1629
chr13_1297;chr14_3047
chr13_1298;chr14_2506
chr1_312;chr3_812
chr13_1300;chr5_2877
chr13_1304;chr3_3103
chr13_1306;chr14_814
chr13_1311;chr14_1994
chr13_1314;chr14_1074
chr13_1318;chr8_4005
chr13_1321;chr8_104
chr13_1322;chr8_105
chr13_1329;chr3_1744
chr13_1331;chr3_1997
chr13_1332;chr3_3098
chr13_1333;chr3_316
chr13_1335;chr3_1995
chr13_1336;chr5_1999
chr13_1338;chr3_4776
chr1_3133;chr1_5744
chr13_1342;chr14_1257
chr13_1346;chr14_583
chr13_1346;chr14_584
chr13_1348;chr14_2643
chr1_3134;chr1_6851
chr13_1351;chr8_68
chr13_1355;chr8_56
chr13_1356;chr8_57
chr13_1362;chr8_87
chr13_1364;chr8_196
chr13_1367;chr14_1905
chr13_1375;chr8_117
chr13_1377;chr8_2440
chr13_1378;chr8_2442
chr13_1383;chr8_158
chr13_1389;chr8_187
chr13_1393;chr14_3038
chr13_1394;chr14_3672
chr13_1395;chr14_3052
chr13_1397;chr14_2503
chr13_1399;chr14_1175
chr13_13;chr14_547
chr13_1400;chr14_2819
chr13_1401;chr14_2147
chr13_1402;chr14_2503
chr13_1406;chr14_2145
chr1_3140;chr1_1987
chr13_1410;chr14_3044
chr13_1413;chr14_1628
chr13_1417;chr5_4575
chr13_1431;chr5_2875
chr13_1433;chr5_4596
chr13_143;chr14_538
chr13_1443;chr3_1733
chr13_1445;chr14_1262
chr13_1446;chr14_1262
chr13_1446;chr14_2600
chr13_1453;chr14_2815
chr13_1453;chr14_2816
chr1_3145;chr1_1964
chr13_1463;chr14_1271
chr13_146;chr5_2004
chr13_1471;chr14_3717
chr13_1473;chr14_1027
chr13_1474;chr14_1031
chr13_1478;chr14_1036
chr1_3147;chr1_4411
chr13_1480;chr14_1043
chr13_1482;chr14_2022
chr13_1485;chr1_278
chr13_1488;chr8_1753
chr13_148;chr5_3026
chr13_1491;chr8_2435
chr13_1493;chr8_4593
chr13_1494;chr8_74
chr13_1498;chr8_132
chr13_1498;chr8_138
chr13_150;chr5_6145
chr13_1510;chr8_3306
chr13_1512;chr8_149
chr1_3151;chr1_1960
chr13_153;chr5_2035
chr13_153;chr5_3724
chr13_154;chr5_4014
chr13_155;chr5_3030
chr13_156;chr5_2053
chr13_156;chr5_2054
chr13_157;chr3_355
chr13_158;chr3_351
chr1_315;chr3_728
chr1_3163;chr1_3260
chr13_163;chr14_557
chr1_3164;chr1_3260
chr1_3166;chr1_1961
chr13_168;chr14_2259
chr1_3169;chr1_1956
chr13_169;chr14_577
chr13_16;chr14_2145
chr1_316;chr3_2513
chr1_3170;chr1_4988
chr13_172;chr14_1489
chr1_3173;chr11_733
chr13_173;chr14_950
chr1_3174;chr11_5979
chr1_3176;chr11_4976
chr1_3177;chr11_7008
chr1_3178;chr11_731
chr13_178;chr14_1512
chr1_3179;chr11_5977
chr1_317;chr1_4010
chr13_17;chr14_2146
chr13_180;chr14_3579
chr13_182;chr8_127
chr13_184;chr8_3202
chr13_188;chr8_4756
chr13_189;chr8_2042
chr13_18;chr14_1413
chr1_318;chr1_5460
chr1_3193;chr8_2373
chr13_194;chr14_1893
chr1_3194;chr8_2875
chr1_3195;chr8_1641
chr13_196;chr14_561
chr13_197;chr14_2507
chr1_3198;chr8_3977
chr1_3199;chr8_2887
chr13_19;chr14_558
chr1_31;chr4_1167
chr1_3204;chr8_1647
chr13_20;chr14_3039
chr13_210;chr8_2958
chr13_212;chr8_160
chr13_214;chr17_3535
chr13_217;chr14_538
chr1_3218;chr8_4743
chr13_219;chr14_2139
chr13_21;chr14_2501
chr1_3222;chr8_2033
chr1_3226;chr8_3679
chr13_227;chr14_542
chr13_229;chr14_2796
chr13_22;chr5_1999
chr13_230;chr14_544
chr13_231;chr14_560
chr13_232;chr14_3669
chr1_3234;chr8_1694
chr13_236;chr14_1907
chr1_3237;chr8_3985
chr13_239;chr14_2151
chr1_3239;chr8_2266
chr13_23;chr5_2000
chr1_3241;chr8_1690
chr1_3247;chr8_3987
chr13_248;chr14_1901
chr13_249;chr14_1901
chr13_250;chr14_2505
chr1_3251;chr13_2368
chr1_3255;chr13_98
chr13_263;chr14_3043
chr1_3265;chr13_2365
chr13_265;chr5_3714
chr13_268;chr5_2518
chr1_3269;chr13_94
chr1_3273;chr13_1681
chr13_273;chr5_4578
chr13_274;chr5_4577
chr1_3277;chr13_1917
chr13_277;chr5_2034
chr13_278;chr5_3763
chr1_3279;chr13_2035
chr1_327;chr1_2575
chr13_285;chr5_4015
chr1_3286;chr1_1910
chr1_3287;chr1_1909
chr1_3289;chr1_1908
chr13_290;chr5_5917
chr13_293;chr5_2057
chr13_297;chr5_4146
chr13_298;chr5_2062
chr1_329;chr1_1775
chr13_29;chr5_2019
chr13_2;chr5_6512
chr13_301;chr5_2067
chr1_3303;chr1_2613
chr1_3304;chr1_1918
chr1_3307;chr1_1925
chr13_308;chr5_2102
chr1_3309;chr1_1932
chr1_3315;chr1_5469
chr13_316;chr5_2114
chr13_317;chr5_5033
chr1_3318;chr1_1943
chr13_319;chr5_2110
chr13_321;chr3_398
chr1_3324;chr1_1951
chr13_325;chr3_394
chr1_3326;chr5_2476
chr13_327;chr3_4840
chr1_3328;chr7_6
chr1_3329;chr4_3557
chr1_3329;chr4_4922
chr1_332;chr1_1747
chr1_3332;chr4_1726
chr13_333;chr3_3781
chr1_3333;chr4_3513
chr1_3334;chr4_3514
chr1_3335;chr4_4454
chr13_336;chr3_339
chr13_338;chr3_1732
chr1_3338;chr4_2256
chr1_3339;chr4_1673
chr13_33;chr5_4583
chr13_340;chr14_1481
chr1_3341;chr4_2238
chr1_3341;chr4_2610
chr1_3343;chr4_4887
chr13_344;chr8_311
chr13_345;chr14_903
chr1_3345;chr4_2589
chr1_3345;chr4_5434
chr13_346;chr14_1263
chr1_3347;chr4_3404
chr13_348;chr14_2595
chr1_3348;chr4_3399
chr1_334;chr1_1741
chr13_350;chr14_844
chr13_351;chr14_842
chr1_3351;chr4_2627
chr13_352;chr14_839
chr1_3352;chr4_2194
chr13_353;chr14_3084
chr13_354;chr14_2590
chr13_355;chr14_2291
chr1_3355;chr4_3345
chr1_3357;chr4_3304
chr1_3358;chr4_5308
chr13_359;chr14_1251
chr1_3359;chr4_3304
chr1_335;chr1_1740
chr1_3360;chr4_4325
chr1_3363;chr4_2536
chr1_3364;chr4_3228
chr1_3366;chr4_4283
chr1_3367;chr4_3212
chr1_336;chr1_1690
chr13_36;chr5_5918
chr1_3370;chr4_1269
chr1_3371;chr4_6397
chr1_3372;chr4_3744
chr1_3372;chr4_3745
chr13_374;chr14_816
chr1_3375;chr4_3741
chr13_376;chr14_809
chr13_378;chr14_2586
chr1_3378;chr4_3712
chr1_3378;chr4_6017
chr1_3379;chr4_3120
chr1_337;chr1_1655
chr13_37;chr5_2045
chr1_3380;chr4_5269
chr13_382;chr14_1466
chr13_384;chr14_2174
chr13_385;chr14_805
chr13_386;chr14_3184
chr1_3386;chr4_2473
chr13_387;chr14_800
chr1_3388;chr4_3075
chr13_389;chr14_772
chr1_338;chr1_3953
chr13_392;chr14_567
chr13_393;chr14_549
chr1_3396;chr3_3364
chr1_3397;chr3_4158
chr13_399;chr14_580
chr1_339;chr1_1594
chr1_33;chr4_6356
chr13_400;chr14_1912
chr1_3400;chr5_2731
chr1_3401;chr3_3275
chr1_3402;chr3_3613
chr1_3403;chr3_3876
chr13_404;chr14_3220
chr1_3404;chr3_3602
chr1_3405;chr3_2972
chr1_3407;chr3_1859
chr13_407;chr8_304
chr13_408;chr8_311
chr13_409;chr8_306
chr13_410;chr8_311
chr13_411;chr14_929
chr13_412;chr14_1992
chr1_3414;chr3_1814
chr13_415;chr14_944
chr1_3416;chr3_4392
chr1_3417;chr3_802
chr13_418;chr14_3704
chr13_419;chr14_1313
chr1_3419;chr3_2820
chr1_341;chr1_2541
chr13_420;chr14_1489
chr1_3421;chr1_3235
chr1_3421;chr1_4001
chr1_3423;chr1_2569
chr13_423;chr14_954
chr1_3424;chr1_5713
chr1_3425;chr1_6432
chr1_3426;chr1_3161
chr1_3426;chr1_3162
chr13_428;chr14_965
chr1_3429;chr1_3951
chr1_3430;chr1_7186
chr1_3431;chr1_1482
chr13_431;chr14_974
chr1_3432;chr1_2510
chr1_3432;chr1_3124
chr1_3433;chr1_3093
chr13_433;chr14_969
chr1_3434;chr1_1326
chr13_434;chr14_970
chr13_434;chr14_971
chr1_3435;chr1_3910
chr1_3436;chr1_1289
chr1_3437;chr1_1271
chr13_437;chr14_3108
chr1_3438;chr1_3891
chr13_439;chr14_3107
chr13_43;chr5_2049
chr13_43;chr5_2064
chr1_3440;chr1_2477
chr13_442;chr14_1002
chr1_3442;chr1_5327
chr13_443;chr14_1289
chr1_3445;chr1_6318
chr13_447;chr14_1291
chr1_3447;chr1_5885
chr1_3448;chr1_2102
chr13_44;chr5_2060
chr13_44;chr5_2061
chr13_450;chr14_1023
chr1_3451;chr11_7007
chr13_456;chr14_1503
chr13_457;chr14_1032
chr13_45;chr5_2873
chr13_465;chr14_2650
chr13_465;chr14_3573
chr1_3465;chr4_3551
chr13_467;chr14_1315
chr13_468;chr14_1303
chr13_470;chr1_2282
chr13_471;chr1_278
chr1_3471;chr4_1735
chr1_3473;chr4_4472
chr1_3474;chr4_1727
chr13_474;chr8_85
chr13_476;chr8_3304
chr1_3477;chr4_4469
chr1_3478;chr4_4468
chr13_478;chr8_95
chr1_347;chr1_1559
chr1_3481;chr4_3498
chr13_487;chr8_4010
chr13_489;chr8_111
chr1_348;chr1_3154
chr13_48;chr5_4020
chr1_3491;chr4_3482
chr13_493;chr8_148
chr13_494;chr8_150
chr1_3496;chr4_4911
chr13_499;chr8_2912
chr1_349;chr1_5386
chr1_34;chr4_896
chr13_4;chr8_3305
chr1_3500;chr4_2627
chr13_507;chr3_1369
chr1_3510;chr4_3860
chr1_3511;chr4_5849
chr1_3513;chr4_4397
chr1_3514;chr4_4880
chr1_3515;chr4_3854
chr13_51;chr5_2091
chr13_521;chr8_184
chr13_522;chr8_197
chr13_523;chr8_198
chr13_524;chr8_202
chr1_3526;chr4_6245
chr1_3529;chr4_2584
chr1_352;chr1_1457
chr1_3533;chr4_5315
chr1_3534;chr4_5315
chr13_53;chr5_4022
chr1_3541;chr4_3359
chr1_3542;chr4_3354
chr1_3543;chr4_1507
chr13_54;chr5_2092
chr1_3550;chr4_2172
chr13_558;chr14_1891
chr1_3561;chr4_3279
chr1_3562;chr4_4339
chr1_3565;chr4_2568
chr13_566;chr5_2014
chr1_3569;chr4_3275
chr1_356;chr1_1444
chr13_56;chr5_2112
chr1_3570;chr4_4826
chr1_3572;chr4_1425
chr1_3573;chr2_3367
chr1_3573;chr2_4969
chr1_3581;chr4_1393
chr1_3586;chr4_3244
chr1_3587;chr4_6228
chr1_3588;chr4_3243
chr13_58;chr3_401
chr13_596;chr3_3456
chr1_35;chr5_1123
chr1_3600;chr4_2093
chr13_604;chr14_914
chr1_3604;chr4_2082
chr1_3606;chr4_1255
chr1_3606;chr4_2495
chr13_60;chr3_325
chr1_3610;chr4_3189
chr1_3613;chr4_3179
chr1_3619;chr4_4784
chr1_361;chr1_4340
chr1_3622;chr4_3155
chr13_624;chr14_3700
chr1_362;chr1_4875
chr13_630;chr14_2208
chr13_630;chr14_3568
chr1_3631;chr4_5768
chr1_3636;chr4_3133
chr1_3637;chr7_3643
chr13_638;chr14_1299
chr1_3638;chr4_1166
chr13_639;chr14_2042
chr13_642;chr14_2048
chr1_3642;chr4_3717
chr1_3645;chr4_4253
chr13_64;chr3_1995
chr1_3650;chr4_6016
chr13_651;chr8_2448
chr1_3654;chr4_4240
chr1_3657;chr4_2716
chr13_65;chr14_1482
chr1_3666;chr4_6008
chr1_366;chr1_4316
chr1_367;chr1_4858
chr13_67;chr14_918
chr1_3682;chr4_2473
chr1_3685;chr4_2003
chr1_3688;chr4_3673
chr13_689;chr14_3586
chr1_3692;chr4_2469
chr1_3692;chr4_2470
chr1_3697;chr4_3070
chr1_369;chr1_4857
chr13_69;chr14_919
chr1_3704;chr4_5250
chr1_3706;chr4_5251
chr1_370;chr1_1269
chr13_70;chr14_919
chr1_3710;chr4_899
chr13_710;chr5_4576
chr1_3712;chr4_5248
chr13_712;chr5_2084
chr1_371;chr1_1268
chr13_725;chr14_1067
chr1_3725;chr4_803
chr13_727;chr8_2955
chr13_728;chr8_4350
chr1_3729;chr4_5243
chr13_729;chr8_4350
chr13_72;chr14_1470
chr1_372;chr1_4317
chr13_730;chr8_4192
chr1_3731;chr4_1966
chr13_734;chr14_3735
chr13_735;chr14_1420
chr13_738;chr5_3027
chr13_73;chr14_834
chr13_740;chr5_3735
chr13_744;chr14_917
chr1_3745;chr3_3365
chr1_3746;chr3_1941
chr13_747;chr14_785
chr13_74;chr14_3696
chr13_755;chr14_1513
chr1_375;chr1_7012
chr13_763;chr8_4195
chr1_3767;chr3_5033
chr13_770;chr14_3830
chr13_772;chr5_2010
chr13_773;chr5_3028
chr13_775;chr5_2055
chr13_776;chr5_4598
chr13_778;chr3_3458
chr1_3781;chr3_1148
chr13_786;chr14_1474
chr1_3787;chr3_1123
chr1_3788;chr3_1865
chr1_3788;chr3_1866
chr13_789;chr14_784
chr1_3789;chr3_4022
chr1_3789;chr3_4023
chr1_3790;chr3_2631
chr1_3797;chr3_2602
chr1_379;chr1_1205
chr13_7;chr8_175
chr1_3805;chr3_3850
chr13_807;chr14_1493
chr13_808;chr14_2626
chr1_3809;chr5_3089
chr1_380;chr1_1204
chr1_3811;chr3_3539
chr13_811;chr4_2730
chr13_813;chr14_1521
chr13_814;chr14_2213
chr13_816;chr8_2954
chr13_817;chr8_54
chr1_381;chr1_1204
chr13_823;chr14_2140
chr13_828;chr14_543
chr13_82;chr14_1460
chr1_382;chr1_4840
chr1_3832;chr3_904
chr13_835;chr14_1890
chr1_3837;chr3_2554
chr1_3838;chr3_2551
chr13_83;chr14_782
chr1_3841;chr3_4400
chr13_848;chr5_4581
chr1_384;chr1_3425
chr1_3850;chr3_762
chr13_854;chr5_2523
chr1_3855;chr3_2826
chr13_857;chr5_4587
chr1_3859;chr3_717
chr1_385;chr1_3074
chr13_85;chr14_774
chr13_861;chr5_2876
chr1_3862;chr3_719
chr13_862;chr5_5022
chr13_863;chr5_2063
chr13_868;chr5_6147
chr1_3869;chr1_1879
chr1_3870;chr1_4400
chr13_873;chr5_4595
chr13_875;chr5_2088
chr1_387;chr1_4297
chr1_3883;chr1_3203
chr1_3885;chr1_6826
chr13_887;chr3_403
chr13_888;chr3_1749
chr13_890;chr3_2792
chr13_891;chr3_1737
chr13_894;chr3_372
chr1_3896;chr1_1663
chr13_896;chr3_333
chr1_3898;chr1_6820
chr1_38;chr3_1020
chr13_900;chr3_315
chr1_3903;chr1_4368
chr13_903;chr3_328
chr13_904;chr3_327
chr13_905;chr3_323
chr13_908;chr3_2253
chr13_913;chr3_321
chr13_914;chr3_350
chr1_3915;chr1_1480
chr13_922;chr14_904
chr13_924;chr14_3249
chr1_3927;chr1_3917
chr1_3928;chr1_3087
chr1_3928;chr1_7098
chr1_3934;chr1_2488
chr13_934;chr14_3090
chr1_3937;chr1_5976
chr1_3938;chr1_5335
chr1_393;chr1_2203
chr13_93;chr14_1634
chr1_3941;chr1_2483
chr1_3942;chr1_2478
chr1_3949;chr1_4085
chr1_394;chr1_4082
chr1_3958;chr1_5044
chr1_395;chr1_3514
chr1_3960;chr1_2640
chr1_3961;chr1_6579
chr13_963;chr14_1467
chr13_965;chr14_808
chr13_969;chr14_783
chr13_970;chr14_1460
chr13_971;chr14_794
chr13_972;chr14_784
chr13_973;chr14_770
chr13_97;chr14_931
chr1_3984;chr8_2867
chr1_3986;chr8_2870
chr1_3988;chr8_2880
chr1_398;chr1_2145
chr13_98;chr14_3093
chr13_997;chr14_582
chr1_3999;chr13_2664
chr13_999;chr8_308
chr13_99;chr14_934
chr13_9;chr8_191
chr1_4006;chr1_4025
chr1_4013;chr1_4026
chr1_4018;chr1_3580
chr1_4032;chr6_71
chr1_4033;chr15_596
chr1_4041;chr11_4980
chr1_4043;chr4_1732
chr1_4045;chr4_3543
chr1_4047;chr4_3536
chr1_4048;chr4_3537
chr1_404;chr1_2149
chr1_4050;chr4_3500
chr1_4053;chr4_2620
chr1_4054;chr6_5203
chr1_405;chr1_5520
chr1_4063;chr4_2770
chr1_4066;chr4_3422
chr1_4071;chr4_5321
chr1_4072;chr4_4860
chr1_4074;chr4_4365
chr1_4075;chr4_4368
chr1_4077;chr4_5431
chr1_407;chr1_2094
chr1_4081;chr4_3387
chr1_4082;chr4_6366
chr1_4085;chr4_3373
chr1_4089;chr4_3344
chr1_408;chr1_2094
chr1_4090;chr4_5426
chr1_4099;chr4_1398
chr14_1002;chr12_1172
chr14_1005;chr12_1227
chr14_1007;chr12_2348
chr14_1008;chr12_2350
chr1_4100;chr4_2541
chr14_1019;chr12_402
chr1_4101;chr4_2541
chr14_1029;chr12_2705
chr1_4102;chr4_3773
chr14_1030;chr12_2451
chr14_103;chr12_2212
chr1_4103;chr4_2528
chr14_1046;chr14_2782
chr14_1049;chr12_2725
chr14_1049;chr12_2726
chr14_104;chr12_882
chr1_4104;chr4_2527
chr1_4104;chr4_2528
chr14_1052;chr12_1930
chr14_1064;chr12_3650
chr14_106;chr12_2213
chr1_4106;chr4_6305
chr14_1072;chr12_681
chr14_1092;chr12_2223
chr14_1095;chr12_2806
chr14_1097;chr12_3336
chr14_1098;chr12_3051
chr14_10;chr12_867
chr14_1102;chr12_1086
